asset.name,collection_slug,total_price,quantity,asset.num_sales,payment_token.usd_price,total_price_usd
RSSWhitepaperv,rss3-whitepaper,0.27,1,2.0,1975.27,533.3229
RTFKTLOOTPod,rtfkt-podx,2.465,3,16242.0,5925.8099999999995,4869.04055
RTFKTMNLTH,rtfkt-mnlth,30.52,5,40965.0,9876.88,60287.365699999995
RTFKTSpacePod,oncyber,7.82,5,56070.0,9876.35,15446.6114
RTFKTxNikeDunkGenesisCRYPTOKICKS,rtfkt-nike-cryptokicks,3.39,1,1.0,1975.27,6696.165300000001
RUDEKIDZ,rudekidz,1.55,3,6.0,5926.87,3062.384
RadioactiveApe,radioactiveapesofficial,0.11,1,1.0,1975.27,217.2797
RafGrassettiArtifexof,artifex,0.3,1,3.0,1975.27,592.581
RaidProject,raid-project,0.03,1,2.0,1975.27,59.2581
RainBoy,rain-boy-club-v1,0.099,1,1.0,1975.27,195.55173000000002
RandoMouse,randomice,0.05,1,1.0,1975.27,98.76350000000001
RandomAkutarMintPass,akutar-mint-pass,2.39,3,11.0,5925.8099999999995,4720.8953
RareBears,rarebearsnft-official,0.9668,3,8.0,5925.8099999999995,1909.691036
RareBunni,rarebunniclub,0.187,2,3.0,3950.54,369.37549
RareDeedofLand,thewalkingdeadofficialdeaddeeds,0.222,1,2.0,1975.27,438.50994000000003
ReGenz,re-genz,0.52,5,9.0,9876.35,1027.1404
Reactor,reactormotors,0.128,2,2.0,3950.54,252.83456
Rebel,rebels-haunted-mansion,0.158,5,6.0,9876.35,312.09266
Rebel,rebelsociety,0.44,4,8.0,7901.08,869.1188
Rebel,wethem,0.11,1,2.0,1975.27,217.2797
RebelBot,rebelbots,0.8399,2,8.0,3950.54,1659.029273
Reclamator,parallelalpha,0.027,1,1481.0,1975.27,53.33229
Regular,regulars,0.156,3,8.0,5925.8099999999995,308.14212
ReliantGammaSE,parallelalpha,0.02,1,774.0,1975.27,39.5054
RemarkableWomen,remarkablewomennft,0.0695,1,1.0,1975.27,137.28126500000002
Rengoku,rengoku-legends-samurai,0.801,4,8.0,7901.08,1582.19127
ReptileArmoury,reptile-armoury,1.718,2,3.0,3950.54,3393.51386
ResourcefulQasimofAndolini,babywizards,0.018,1,2.0,1975.27,35.55486
Resurrection,endless-transformation,0.1444,1,1.0,1975.27,285.228988
RiceDay,riceday-gg-official,0.155,3,3.0,5925.8099999999995,306.16685
RichApe,richapesnft,0.02,1,1.0,1975.27,39.5054
RichDwarf,richdwarvestribe,0.1985,1,1.0,1975.27,392.091095
RichpunkBoyCityBoyReaperRare,richpunk-boy,0.025,1,1.0,1975.27,49.381750000000004
RiotGearWalker,thewalkingdeadofficial,0.198,1,3.0,1975.27,391.10346000000004
RiotGirls,riotgirls,2.15,1,3.0,1975.27,4246.8305
Ririsu,projectririsu,0.48349,6,10.0,11852.68,955.1131273
RoboOoga,mekaapes,0.7629,7,13.0,13826.89,1506.933483
Roborovski,roborovski-nft,0.292,3,4.0,5925.8099999999995,576.77884
RoboticApe,roboticapesocialclub,0.049,1,1.0,1975.27,96.78823
RobotoHelmeto,robotos-official,0.69,1,4.0,1975.27,1362.9362999999998
Rock,genesisrocks100-9999,0.087,1,1.0,1975.27,171.84849
RomboutsenofSaintThomas,the-picaroons,0.125,1,2.0,1975.27,246.90875
Ronin,oni-ronin,0.015,1,1.0,1975.27,29.62905
Ronin,ragnarok-meta,3.7880000000000003,2,9.0,3951.0699999999997,7483.270399999999
Roo,roo-troop,0.196,3,9.0,5925.8099999999995,387.15292
Royal,eternalroyals,0.0359,1,1.0,1975.27,70.912193
Rug,rug-wtf,0.028,1,2.0,1975.27,55.30756
RugRadioMembershipPass,rug-radio-membership-pass,0.8013799,8,19.0,15802.16,1582.941675073
RugRadioScarce,ruggenesis-nft,0.333,1,1.0,1975.27,657.76491
RugRadioStandard,ruggenesis-nft,3.4539999999999997,4,7.0,7901.08,6822.58258
Rugburner,rugburn,0.687,1,3.0,1975.27,1357.0104900000001
Runner,chain-runners-nft,0.89,1,5.0,1975.27,1757.9903
SABC,sketchy-ape-book-club,0.07200000000000001,2,3.0,3950.54,142.21944000000002
SBFC,sharkboyfightclub,0.05,1,1.0,1975.27,98.76350000000001
SEC,gamaspacestation-genesis,0.17,1,1.0,1975.27,335.7959
SIAN,8sian-main-collection,0.307332,1,5.0,1975.8,607.2265656
SIANVIPGOLDPASS,8sian-vip-gold-pass,0.03,1,525.0,1975.27,59.2581
SKULLTOON,skulltoonsbytheodoru,1.16799,6,13.0,11852.15,2307.2016073
SMOWL,smowl,0.8737999999999999,3,3.0,5925.8099999999995,1725.990926
SSFU,spikyspacefish-united,0.729,7,12.0,13826.89,1439.97183
STARCAT,starcats-nft,0.49,2,6.0,3950.54,967.8823
STONEDPIXELHUMANGEN,stoned-pixel-human-v2,0.1,1,2.0,1975.27,197.52700000000002
STONEY,stoneys,0.129,1,5.0,1975.27,254.80983
STRONGBRONZE,strongblock-nfts,1.65,1,2.0,1975.27,3259.1955
SacredSkull,sacred-skulls-official,0.46799999999999997,3,8.0,5925.8099999999995,924.4263599999999
SadGirl,sadgirlsbar,0.243,2,4.0,3950.54,479.99061
Sadboyz,sadboyzcollection,0.255,2,2.0,3950.54,503.69385
SamuraiCatsbyHiroAndo,samuraicats-by-hiro-ando,0.975,5,10.0,9876.35,1925.88825
SamuraiSaga,samuraisaga,0.49,2,6.0,3950.54,967.8823
Sanguinea,cyberbrokers,1.37,1,1.0,1975.27,2706.1199
SatinVandalforUkraine,vandalz,0.04,1,2207.0,1975.27,79.0108
SatoshiRunners,satoshirunnersofficial,2.3519,13,28.0,25678.51,4645.637513
Seabums,seabums,0.0375,1,1.0,1975.27,74.072625
SeasonAlphaPass,the-sandbox-assets,0.5895,9,2526.0,1975.27,1164.421665
Seasons,the-art-of-seasons,2.7369,4,10.0,7901.08,5406.116463
SegrathianFiend,imaginations-v2,0.08,2,4.0,3950.54,158.0216
ShackledGenesis,shackled-genesis,0.19,1,2.0,1975.27,375.3013
Shaman,etherorcsallies,1.15,1,1.0,1975.27,2271.5604999999996
ShaqGivesBack,shaq-gives-back,0.055,1,1.0,1975.27,108.63985
SheetFighterBarrelBeast,sheet-fighter,0.0499,1,2.0,1975.27,98.565973
SheetFighterIndigoMacy,sheet-fighter,0.13,1,3.0,1975.27,256.7851
Sherbet,playsherbet,0.275,2,6.0,3950.54,543.19925
Shiba,shiba-social-club,1.229,3,8.0,5925.8099999999995,2427.6068299999997
Shibe,shiba-shelter-nft,0.06,1,1.0,1975.27,118.5162
Shines,shines,0.158,2,5.0,3950.54,312.09266
Shinsekai,shinsekaicorp,2.2679999999999,4,12.0,7901.08,4479.912359999802
Shizuka,entershizuka,0.12,1,1.0,1975.27,237.0324
ShroomfolkPutnam,fungus-watercolors-v3,0.005,1,9.0,1975.27,9.87635
SicilianKiss,editionsxguido,0.044,2,8844.0,3950.54,86.91188
SidusAcademyCommonCard,sidus-items,0.021,1,483.0,1975.27,41.48067
SignatureSneaker,signature-sneakers-generative,0.4909,2,7.0,3950.54,969.660043
SilasSloppy,cyberbrokers,1.3,1,2.0,1975.27,2567.851
Simulation,multiversevm,1.35,2,7.0,3950.54,2666.6144999999997
SincereSkunk,veefriends-series-2,1.19,1,1.0,1975.27,2350.5713
SipherINU,sipheriansurge,0.52,2,3.0,3950.54,1027.1404
SipherNEKO,sipherianflash,0.139,1,3.0,1975.27,274.56253000000004
Sister,1989-sisters,3.15,2,3.0,3951.0699999999997,6223.1605
SiteofEkōinTempleRyōgokuandMotoYanagibashiBridge,tokyo100k-cryptoart,0.15,1,1.0,1975.8,296.37
SkeletGuy,skelet-guys,0.8502989999,11,38.0,21727.97,1679.570105532473
SkullZuki,skullzuki,0.09,1,1.0,1975.27,177.77429999999998
Skvllpvnk,skvllpvnkz-hideout,0.066,1,6.0,1975.27,130.36782
SliceofTIMEbyDWPine,timepieces-sot-slices,0.38,3,5.0,5925.8099999999995,750.6025999999999
SlimHood,slimhoods,0.85,1,2.0,1975.27,1678.9795
Slime,slimes-world,0.5,1,2.0,1975.27,987.635
Slimies,slimies-nft,0.0035,1,1.0,1975.27,6.913445
SloaneKelley,cyberbrokers,1.1,1,2.0,1975.27,2172.797
SmallApartment,worldwidewebbland,4.172,3,11.0,5925.8099999999995,8240.826439999999
SmallBro,smallbros,1.1466181818181818,9,23.0,17777.43,2264.8804959999998
SneakyBat,sneaky-bat-syndicate,0.29900000000000004,2,3.0,3950.54,590.60573
SneakyCheetahClub,sneaky-cheetah-club,0.0,1,1.0,1975.27,0.0
SneakyVampire,sneaky-vampire-syndicate,0.8,1,9.0,1975.27,1580.2160000000001
SneakyVampiress,sneaky-vampiress-syndicate,0.556,3,4.0,5925.8099999999995,1098.2501200000002
SneakysInternetFriend,snif,1.1,1,1.0,1975.27,2172.797
SoccerDoge,soccerdogeclub,0.059,1,1.0,1975.27,116.54092999999999
SomeryllOlymar,loot-explorer,0.05,1,2.0,1975.27,98.76350000000001
SorcererMilooftheHall,forgottenruneswizardscult,2.725,1,4.0,1975.27,5382.61075
SoulZ,soulz-monogatari7777,0.155,1,1.0,1975.8,306.24899999999997
SoulZMonogatari,soulz-monogatari,0.5895,2,5.0,3950.54,1164.421665
SpaceBoo,space-boo-official-nft,0.5728,6,19.0,11851.619999999999,1131.434656
SpaceGirl,blankosblockparty,0.208,1,2.0,1975.27,410.85616
SpacePals,thespacepals,0.0177,1,1.0,1975.27,34.962279
SpacePirateVizardTheMaskedStabber,wandernauts,0.16,1,2.0,1975.27,316.0432
SpaceRider,spaceridersnft,0.28300000000000003,4,10.0,7901.08,559.0014100000001
SpaceWalker,space-walkers-collection,0.049,1,1.0,1975.27,96.78823
SpaceWalker,spacewalkernft,0.062,1,1.0,1975.27,122.46674
SpaceWarriorsClub,thespacewarriorsclub,0.16999999999999998,2,4.0,3950.54,335.79589999999996
Sphynx,sphynxclup,0.02,1,1.0,1975.27,39.5054
SpiffySalmon,veefriends-series-2,1.099,1,3.0,1975.27,2170.82173
SpiralFrequencies,spiral-frequencies,0.1,1,2.0,1975.27,197.52700000000002
SpookyDucker,nftduckers,0.05,1,1.0,1975.27,98.76350000000001
Spotlight,spotlight-by-joshua-bagley,0.19,1,1.0,1975.27,375.3013
SpringSlurrySamara,cyberbrokers,1.2,1,1.0,1975.27,2370.324
Sprite,spriteclub,0.276,2,4.0,3950.54,545.17452
Sprite,spritely-genesis,0.6638999999999999,5,10.0,9876.35,1311.3817530000001
Sputnik,cryptokitties,0.005,1,2.0,1975.27,9.87635
SquabIDPassPidgiesPublic,pidgies-squab-id-passes,0.019,1,254.0,1975.27,37.53013
SquarciDavistheHungryBrownBear,twobitbears,0.045,1,1.0,1975.27,88.88714999999999
SquareBear,square-bears-nft-collection,0.1,1,2.0,1975.27,197.52700000000002
Squarmies,squarmies,0.128,3,8.0,5925.8099999999995,252.83455999999998
SquidGameCardNFT,leedoproject,0.508,3,5.0,5925.8099999999995,1003.4371600000001
SquiggleMonster,monstersquiggles,0.021,1,1.0,1975.27,41.48067
Squish,squishy-squad,0.31,1,4.0,1975.27,612.3337
Squishie,the-squishiverse,0.713,6,17.0,11851.619999999999,1408.36751
Squishy,the-squishiverse,1.315,2,2.0,3950.54,2597.48005
StarWolf,starwolvez-generative,0.523,6,8.0,11851.619999999999,1033.06621
Starcatcher,starcatchersnft,8.276,11,22.0,21727.97,16347.33452
StaycoolWorld,staycoolworlds,0.23,1,2.0,1975.27,454.31210000000004
StevenFragrantKygo,cyberbrokers,1.35,1,3.0,1975.27,2666.6145
StonerApe,sac,2.536,7,16.0,13826.89,5009.28472
Strada,stradaverse,0.039,1,1.0,1975.27,77.03553
Strata,strata-by-vebjorn-isaksen,0.1,1,1.0,1975.27,197.52700000000002
StygianBlue,superrare,1.55,1,1.0,1975.27,3061.6685
SumacfromRiver,cyberbrokers,1.19999999,1,4.0,1975.27,2370.3239802473
SupDuck,supducks,10.1949,5,21.0,9876.35,20137.680123
SuperCleanCottonCloth,10ktf-stockroom,0.03501,1,3517.0,1975.8,69.172758
SuperGeisha,supergeisha,0.184444,1,1.0,1975.27,364.32669988
SuperGoldenCloudKey,friendsies-nft,1.189,1,1380.0,1975.27,2348.59603
SuperOrdinaryVillains,super-ordinary-villains-genesis,0.6325,5,14.0,9876.35,1249.358275
SuperYeti,superyeti,0.657,3,14.0,5925.8099999999995,1297.7523899999999
SuperlativeApe,migratingcollection,0.1298,1,1.0,1975.27,256.390046
SuperlativeApes,migratingcollection,0.87,2,7.0,3950.54,1718.4849
SuperlativeDoodleClubPeach,special-blend,0.3,1,1.0,1975.27,592.581
SuperlativeMutantApe,superlativemutatedapes,0.03344,1,2.0,1975.27,66.05302879999999
SuperlativeSS,superlativesecretsociety,0.3,1,2.0,1975.27,592.581
SuperstitiousNights,nature-knows-best,0.1,1,1.0,1975.27,197.52700000000002
SupremeKong,supremekong,0.54,2,6.0,3950.54,1066.6458
SupremeSkull,the-supreme-skulls-genesis,0.0465,1,3.0,1975.27,91.850055
Surrealestate,ppa-surrealestates,0.2,2,3.0,3951.0699999999997,395.0964
SurviveAllApocalypses,lit-project-one,1.7,1,1.0,1975.27,3357.959
Suspect,bounty-games,0.03,1,1.0,1975.27,59.2581
SwampCatz,swampcatz,0.008799999999999999,2,3.0,3950.54,17.382376
Swamper,swampverseofficial,2.6568,6,20.0,11851.619999999999,5247.897336
SynthHead,synthheads,1.32,9,10.0,17777.43,2607.3564
SyrinixBuchanan,cyberbrokers,1.35,1,4.0,1975.27,2666.6145
SのKIRA,official-sekira,0.9438000000000001,10,14.0,19752.7,1864.259826
THC,thc-official,0.0775,1,1.0,1975.27,153.083425
TIMECatsLoveemHateemDecemberth,timepiece-minting-passes,0.048,1,5.0,1975.27,94.81296
TOKYOPUNK,tokyo-punks-by-sabet,0.09,1,3.0,1975.27,177.77429999999998
TOONZ,degentoonz-collection,1.638,5,10.0,9876.35,3235.49226
TORIX,torixgenesis,0.3199999999,1,2.0,1975.27,632.086399802473
TRAFSE,theredapefamily,0.198,1,1.0,1975.27,391.10346000000004
TRON,thetronwars,0.9602999999999999,6,15.0,11851.619999999999,1896.8517809999998
TalawΛlphaPass,legends-of-venari-alpha-pass,0.55,1,4.0,1975.27,1086.3985
Tanebe,audioglyphs,0.04,1,3.0,1975.27,79.0108
TeenApeGang,teen-ape-gang,0.09,1,3.0,1975.27,177.77429999999998
ThatsNotWhatYouThink,letters-by-vinnie-hager,2.4,1,4.0,1975.27,4740.648
TheApeProject,theapeprojectgen0,0.65,1,1.0,1975.27,1283.9255
TheAssociationNFT,the-association-nft,2.559,8,14.0,15802.16,5054.71593
TheConfiguration,gate-artifacts,0.056,1,995.0,1975.27,110.61512
TheCouncil,1337council,0.652,7,14.0,13826.89,1287.87604
TheDopeArtMembership,the-dope-art-membership,0.01,1,1.0,1975.27,19.7527
TheDropsMultiple,the-drops-multiple-editions,0.15,1,7.0,1975.27,296.2905
TheFClub,the-f8-club-original-nft,0.12,1,2.0,1975.27,237.0324
TheFacelessAlpha,all-that-remains,0.83,1,429.0,1975.27,1639.4741
TheFetching,cyberbrokers,1.3,1,1.0,1975.27,2567.851
TheFingerNFT,the-finger-nft,0.012,2,2.0,3950.54,23.70324
TheFragmentedThreateningOpalescentOnyxWoman,heavencomputer,0.14,1,2.0,1975.27,276.5378
TheHealer,jessedoyleart,0.22,1,1.0,1975.27,434.5594
TheHustlersofWallStreet,hustlersofwallst,0.25,1,1.0,1975.27,493.8175
TheInfectedClub,the-infected-club,0.0477,1,1.0,1975.27,94.220379
TheInfiniteMachineMovie,the-infinite-machine-collection,0.12,1,2.0,1975.27,237.0324
TheInhibitor,mythical-inhibitor,0.02,1,2.0,1975.27,39.5054
TheInternship,urn,0.099,1,1102.0,1975.27,195.55173000000002
TheLandDAOTierNFT,thelanddao-official-1,0.074,1,5.0,1975.27,146.16997999999998
TheLucidPlanet,the-lucid-planet,0.31,1,2.0,1975.27,612.3337
TheNiftyPortal,nifty-portal,1.106,10,63660.0,19752.7,2184.64862
TheOtherSide,tos-theotherside,1.518,3,6.0,5925.8099999999995,2998.45986
ThePlague,the-plague,0.252,2,3.0,3950.54,497.76804000000004
TheRebel,therebelsnft,0.138,2,5.0,3950.54,272.58726
TheRemnant,superlative-artifacts,0.131,1,316.0,1975.27,258.76037
TheRings,the-rings-by-andrew-fernandez,0.002,1,1.0,1975.27,3.95054
TheSecretSocietyXX,the-secret-society-xx-collection,5.3897,4,9.0,7901.61,10646.22439
TheSevens,the-sevens-genesis,0.794,3,17.0,5925.8099999999995,1568.36438
TheSpaceBull,thespacebullstsb,0.633,3,6.0,5925.8099999999995,1250.34591
TheStarlightLegendary,sybernetics,0.29,1,1.0,1975.27,572.8282999999999
TheWalkingDeadVOXBox,collectvoxthewalkingdead,1.0888888888,1,1836.0,1975.27,2150.8495553799758
TheWildApeGang,thewildapegang-official,0.005,1,1.0,1975.27,9.87635
Theodora,empresses,1.83,1,1.0,1975.27,3614.7441
Thestarslab,thestarslabofficial,0.297,2,2.0,3950.54,586.65519
Thing,thingdoms,1.041,3,11.0,5925.8099999999995,2056.2560700000004
TicketforFloydToken,presalefw,0.06,1,3.0,1975.27,118.5162
TimmyDunks,officialhypehoopers,0.04,1,1.0,1975.27,79.0108
TinyKingdom,tiny-kingdoms,0.0001,1,1.0,1975.27,0.197527
ToadPunks,cryptoadpunks,0.7548,6,14.0,11851.619999999999,1490.933796
Toks,thetoks,0.060000000000000005,2,2.0,3950.54,118.51620000000001
TokyoClone,tokyocloneofficial,0.031,1,1.0,1975.27,61.23337
TolerantTuna,veefriends-series-2,1.08,1,1.0,1975.27,2133.2916
TonildoLamb,legend-maps-adventurers,0.0393,1,2.0,1975.27,77.628111
Toons,toonsofficialcollection,0.103,1,4.0,1975.27,203.45281
TopGoldenApe,top-20-apes,0.03,1,3.0,1975.27,59.2581
TopazDope,order-of-the-glass-apes,0.15,1,9.0,1975.27,296.2905
ToucanGang,toucan-gang,0.15000000000000002,2,2.0,3950.54,296.2905
ToughToBeatAWormFromTheDirt,veefriends-series-2,0.92,1,1.0,1975.27,1817.2484000000002
TownoftheArchDuke,mirandus,50.0,1,1.0,1975.8,98790.0
ToxicSkullsClub,toxic-skulls-club,0.8719,4,15.0,7901.08,1722.237913
ToyBoogers,toyboogers,2.0300000000000002,3,19.0,5925.8099999999995,4009.7981
TraitSniperAlphaPass,trait-sniper-lifetime-access,0.72,1,2.0,1975.27,1422.1943999999999
TrillionaireThug,trillionaire-thugs,1.167,3,5.0,5925.8099999999995,2305.14009
TrippyToad,trippytoadznft,0.9719,7,32.0,13826.89,1919.764913
Tsuki,tales-of-tsuki-genesis,0.8559,5,8.0,9876.35,1690.633593
TubbyKevin,tubby-kevins,0.006,1,1.0,1975.27,11.85162
TurfPlot,turfnft,2.4879,5,7.0,9876.35,4914.274233
Turkey,turkeysmegaverse,0.045,2,2.0,3950.54,88.88715
TurtleBronze,metacraft-season-pass-2022,0.075,1,6.0,1975.27,148.14525
TurtleMoons,turtlemoons,0.0029,1,1.0,1975.27,5.728282999999999
TurtleTown,turtletown,0.511,7,12.0,13826.89,1009.36297
UAGoon,gob-limited-edition,0.1,2,2.0,3951.6,197.58
UglySweaters,uglysweaters,0.63,3,406.0,5925.8099999999995,1244.4201
UncandidIncredulousness,fake-feelings-by-dadabots-x-silverstein,0.22,1,2.0,1975.27,434.5594
UncolorfulApeClub,uncolorfulapeclub,0.23,1,1.0,1975.27,454.31210000000004
UncoolCat,uncool-cats-nft,0.0,1,1.0,1975.27,0.0
UndeadApe,undead-ape-society-official-link,0.0379,1,1.0,1975.27,74.862733
UndeadPastelClub,undead-pastel-club,1.3188,4,12.0,7901.08,2604.986076
Unemployable,unemployables,0.2399999999,1,5.0,1975.27,474.06479980247303
Unrevealed,lonelylegendsgenesis,0.0348,1,2.0,1975.27,68.739396
UnrevealedCuddlyCub,cuddly-cubs,0.0418,1,2.0,1975.27,82.56628599999999
Uranus,theplutoalliance,0.125,1,2.0,1975.27,246.90875
VARIANT,variant-collection-official,0.805,3,8.0,5925.8099999999995,1590.09235
VOXCoodle,voxcoodles,0.0989,2,2.0,3950.54,195.35420299999998
VPUNK,official-v1-punks,16.0,1,2.0,1975.27,31604.32
VaynerSportsPass,vaynersports-pass-vsp,7.14239,11,16.0,21727.97,14108.148695299999
VeeCon,veecon-tickets,0.685,1,1.0,1975.27,1353.05995
Vespyre,official-clementines-nightmare,0.859,1,1.0,1975.27,1696.75693
VictorandVictoriabyFEWOCiOUS,fewocious,1.57,1,2.0,1975.27,3101.1739000000002
Villager,villagers-of-xolo,4.13589997,19,33.0,37530.13,8169.5191337419
Vincent,the-other-avatars-by-saatchi-art,0.039,1,1.0,1975.27,77.03553
Vision,mesmerizer,0.08,1,1.0,1975.27,158.0216
VoiceofEuropa,parallelalpha,0.009,1,214.0,1975.27,17.77743
WAFFLegendary,warrior-alliance-freedom-fighters,0.2,1,1.0,1975.27,395.05400000000003
WEEDGANGGAMEGENESISSTRAIN,weedgang-game-strain,0.3833,4,6.0,7901.08,757.120991
WEEDS,weedswtf,0.015,2,2.0,3950.54,29.62905
WGMIPremiumMemberToken,wgmi-premium-membership,0.105,1,2.0,1975.27,207.40335
WGMIStudios,wgmi-studios-genesis,0.22389,3,4.0,5925.8099999999995,442.2432003
WOOLPouch,wool-pouch,0.45,1,4.0,1975.27,888.8715
WRNFT,womenrise,2.939,8,26.0,15802.16,5805.31853
WVRP,wvrps-by-warpsound,1.5577,6,16.0,11851.619999999999,3076.878079
WWBlackout,ww-blackout,0.0429,1,1.0,1975.27,84.739083
WWC,womencodepunks,0.0,1,1.0,1975.27,0.0
Wabi,wabi-sabi-official,0.29,1,4.0,1975.27,572.8282999999999
Wahoo,colors-and-shapes-nft,1.5,1,2.0,1975.27,2962.9049999999997
Waifu,nonfungiblewaifu,0.99,1,2.0,1975.27,1955.5173
WaifuWarriors,waifu-warriors,0.03,1,1.0,1975.27,59.2581
Waifusion,waifusion,0.13,2,2.0,3950.54,256.7851
WanderVersePass,wanderverse-official,0.14185,4,11.0,7901.08,280.1920495
WarJupiterSoldier,pluto2,0.035,1,1.0,1975.27,69.13445
WardenSE,parallelalpha,0.069,1,395.0,1975.27,136.29363
Wassie,wassiesbywassies,0.75,1,2.0,1975.27,1481.4524999999999
WatchingOverYou,smile-plz,0.01,1,2.0,1975.27,19.7527
WaxyHyden,cyberbrokers,1.37,1,3.0,1975.27,2706.1199
WealthyApeSocialClub,wealthyapesocialclub,0.027999999999999997,3,6.0,5925.8099999999995,55.307559999999995
WeatherReport,weathereportofficial,1.756,8,24.0,15802.16,3468.57412
Weirdo,ilyyw,2.6319,16,55.0,31604.32,5198.713113
Weirdo,the-weirdos-battle-royale,0.22699999999999998,2,2.0,3950.54,448.38629
WellRoundedWarthog,veefriends-series-2,1.04,1,2.0,1975.27,2054.2808
WellWalker,thewalkingdeadofficial,0.21,1,2.0,1975.27,414.8067
Weries,wilderworld,1.445,1,3.0,1975.27,2854.26515
WhatsupThere,smile-plz,0.01,1,1.0,1975.27,19.7527
Whisker,whiskersnft,0.241,1,3.0,1975.27,476.04006999999996
WhiteRabbitOne,white-rabbit-by-gate,0.02,1,1.0,1975.27,39.5054
WhoWhosTreehouse,whowhos-treehouse,0.068,1,1.0,1975.27,134.31836
WickedApe,wicked-ape-bone-club,0.243,2,9.0,3950.54,479.99061
WickedStallion,wickedstallions,0.025,1,2.0,1975.27,49.381750000000004
Wickens,wickensnft,0.088,1,1.0,1975.27,173.82376
WieldedCovert,cyberbrokers,1.32,1,2.0,1975.27,2607.3564
WildGoatGang,wildgoatgang,0.226,3,3.0,5925.8099999999995,446.41102
WildOne,the-wild-bunch-nft,0.21,1,1.0,1975.27,414.8067
WillowoftheQuantumDowns,forgottenruneswizardscult,2.5,1,3.0,1975.27,4938.175
Winkybot,thewinkybots,0.07,1,1.0,1975.27,138.2689
WinterBear,winterbears,0.1,1,6.0,1975.27,197.52700000000002
WizardDaypack,10ktf,1.3578000000000001,2,5.0,3950.54,2682.0216060000002
WizardPass,wizardpassofficial,0.3,1,3055.0,1975.27,592.581
WoAW,woaw,0.3761,19,37.0,37530.13,742.899047
WoWG,world-of-women-galaxy,6.08,5,11.0,9876.88,12010.4101
Wolf,thewolfpackofficial,0.03,1,1.0,1975.27,59.2581
Wolf,wilderbeasts-wolf,1.04,2,5.0,3950.54,2054.2808
WolfGang,thewolfgang,0.053,2,2.0,3950.54,104.68931
Woman,world-of-women-nft,52.0,5,19.0,9876.35,102714.04
WomenFromVenus,women-from-venus,0.2429,2,5.0,3951.0699999999997,479.83548299999995
WomenOfCrypto,woc-official,0.634,4,7.0,7901.08,1252.3211800000001
WomenTribe,official-women-tribe,2.2552,8,18.0,15802.69,4454.6730529999995
WomenUniteKAssembleMintPass,womenunite,0.22,2,771.0,1975.27,434.5594
WonderPal,wonderpals,5.599,6,15.0,11851.619999999999,11059.53673
Woodie,woodies-generative,0.37,2,2.0,3950.54,730.8499
World,nft-worlds,4.45,1,2.0,1975.27,8789.951500000001
WorldofDaypack,10ktf,0.379,1,3.0,1975.27,748.62733
WritersRoomYachtKey,jenkins-the-valet,1.69,1,3.0,1975.27,3338.2063
WrockythePromiscuousContractorfromtheDinkyRink,the-artieverse,0.265,1,2.0,1975.27,523.44655
Wulfz,wulfz-official,0.36,2,6.0,3950.54,711.0972
Wunks,wunks,0.05,1,4.0,1975.27,98.76350000000001
WuzcanW,wilderworld,0.75,1,2.0,1975.27,1481.4524999999999
XKey,silentless-x,1.4276,15,24.0,29629.05,2819.895452
XMooseOGs,metamoose-mtms,0.06,1,1.0,1975.27,118.5162
XOLOKeyCard,xolo-keys,0.164,1,1235.0,1975.27,323.94428
XOiD,xoids,0.22,1,1.0,1975.27,434.5594
XRabbit,xrc,0.9899,2,4.0,3950.54,1955.3197730000002
XYZ,polymorphs,0.14,1,5.0,1975.27,276.5378
XpansionDood,xpansiondoods-nft,0.01,1,1.0,1975.27,19.7527
YMHKEY,nostalgia-by-ymh,0.7,1,1.0,1975.27,1382.6889999999999
YakuzaInc,yakuza-inc-official,0.20290000000000002,2,2.0,3950.54,400.782283
YarsRevenge,gft-atari-50th-anniversary,0.258,2,3.0,3950.54,509.61965999999995
YearoftheWoman,yearofthewoman,0.221,3,4.0,5925.8099999999995,436.53467
YetiTown,yeti-town,0.6930000000000001,3,6.0,5925.8099999999995,1368.86211
YodaKittyCone,kitty-cones-special-editions,0.06,1,1.0,1975.27,118.5162
Yokai,akumaorigins,1.719,7,21.0,13826.89,3395.48913
YokaiKingdomGenesis,yokai-kingdom,0.43900000000000006,2,2.0,3950.54,867.14353
YoshieTachibana,tennis-champs-genesis,0.1269,1,4.0,1975.27,250.66176300000004
YugaPunks,yuga-punkz,0.4789,9,10.0,17777.43,945.956803
YukiArmiger,cyberbrokers,1.2,1,1.0,1975.27,2370.324
Yumi,yumiofficial,0.1251,6,17.0,11851.619999999999,247.106277
YungApe,yungapesquad,0.142,1,2.0,1975.27,280.48834
ZIPS,supernormalbyzipcy,10.889899999999999,6,19.0,11851.619999999999,21510.492772999998
ZenApe,zenapenft,0.2,1,4.0,1975.27,395.05400000000003
Ziggy,dinobabies,0.0888,1,2.0,1975.27,175.403976
ZiontheInfinite,cyberbrokers,1.2,1,1.0,1975.27,2370.324
ZombieCat,zombiecat,0.0144,1,1.0,1975.27,28.443887999999998
Zorb,zorbs-v2,0.031,2,3.0,3950.54,61.23337
Zukibirds,zukibirds,0.0715,2,7.0,3950.54,141.23180499999998
ZurifromDucote,cyberbrokers,1.2,1,1.0,1975.27,2370.324
_N_UX_U_S_N,nuxui,0.968,1,2.0,1975.27,1912.06136
____screenshotted,philosophicalfoxes,0.2,1,1.0,1975.27,395.05400000000003
